Frequency_of_outbreaks,Magnitude_of_outbreaks_Deaths,Magnitude_of_outbreaks_Infected,Magnitude_of_outbreaks_Severity_Index,Security_and_Conflict_Index
0.4606577,0.545815,0.5697572,0.53092325,0.36437207
0.57909715,0.5505647,0.6353018,0.62918186,0.39221328
0.5943883,0.5898252,0.70407903,0.6457248,0.39209077
0.58834374,0.58064204,0.6612125,0.671226,0.4224477
0.61891454,0.5952803,0.6144904,0.554891,0.38288593
0.53186387,0.6147465,0.7319211,0.6970629,0.33022407
0.5855092,0.5602962,0.6426249,0.6680423,0.33875453
0.6988352,0.7305218,0.7239703,0.63753575,0.270576
0.6170395,0.6050515,0.6907946,0.5301625,0.3442592
0.6589886,0.6382377,0.66577184,0.6357354,0.42310682
0.6693593,0.63610005,0.6730417,0.63310003,0.5132723
0.52607,0.56139165,0.5379996,0.5414708,0.38730538
0.5585828,0.5364143,0.59713805,0.74914914,0.45536435
0.53114235,0.60344046,0.6814851,0.53723156,0.40255317
0.64770436,0.5763278,0.5959619,0.6003809,0.50776964
0.55147284,0.5692121,0.6866552,0.5218654,0.50640184
0.5402692,0.5029121,0.63388336,0.46573013,0.45053476
0.5428325,0.49300054,0.7212125,0.53213537,0.5786402
0.6264354,0.5521389,0.69377184,0.568498,0.5807903
0.59946364,0.555004,0.5663543,0.46233568,0.66253746
0.54831874,0.59888685,0.659673,0.6464669,0.6273145
0.647364,0.63399166,0.6262083,0.53902984,0.5292688
0.6262334,0.57763875,0.6942309,0.6222547,0.48284572
0.5225787,0.59015554,0.58610046,0.5573506,0.48082757
0.6089926,0.54317695,0.68606454,0.62351435,0.5861776
0.5183309,0.64972067,0.6380848,0.58653796,0.4340654
0.50242853,0.5011339,0.5895432,0.58901924,0.47118744
0.5522456,0.6482864,0.65754116,0.59645516,0.547702
0.54768497,0.61794966,0.71513295,0.6517043,0.56853044
0.63177055,0.66232204,0.7242286,0.68740046,0.57146996
0.6394932,0.5628082,0.67576355,0.56828165,0.44980195
0.5304414,0.51177645,0.5469542,0.6720556,0.41408902
0.7172862,0.6275133,0.6819507,0.5832724,0.4346106
0.64759916,0.50762403,0.66927004,0.7329388,0.40155238
0.62406725,0.6578455,0.695904,0.64407635,0.33647808
0.4855166,0.48900786,0.5923127,0.51767325,0.2756182
0.65999794,0.62203044,0.7349118,0.5906939,0.27104104
0.54153013,0.4905241,0.57843214,0.43876216,0.27379698
0.6079212,0.6050202,0.6309512,0.63124347,0.22485238
0.70447636,0.6230191,0.7131669,0.6644805,0.31030706
0.5362535,0.69807094,0.6824241,0.5925512,0.39638174
0.50515014,0.52708906,0.613027,0.48721686,0.42053804
0.6528976,0.6822318,0.6798899,0.58402455,0.42163947
0.5730367,0.5660049,0.69809705,0.60846835,0.3882831
0.65675616,0.58885634,0.714181,0.666142,0.42174715
0.6880876,0.6321413,0.6754886,0.6414789,0.37940666
0.5277567,0.5661815,0.6231649,0.5781463,0.35344157
0.6264983,0.50320494,0.6368494,0.59299594,0.37271494
0.5501444,0.56058806,0.69661677,0.5052855,0.38796195
0.6192966,0.6157844,0.6874355,0.66454613,0.3439348
0.629854,0.67016137,0.62962735,0.66342247,0.34584337
0.62435377,0.63544333,0.74450666,0.6418576,0.37372068
0.713491,0.65520847,0.765255,0.6519487,0.43727785
0.58484936,0.5833193,0.5327993,0.59098786,0.5252756
0.57351214,0.61705375,0.70719165,0.5746681,0.49270967
0.63154954,0.65454215,0.68075675,0.58429456,0.39511582
0.6498759,0.6577963,0.731434,0.6696739,0.41449896
0.7562028,0.6677421,0.71343267,0.68948334,0.42703623
0.6739417,0.7117569,0.72513413,0.6872959,0.5615864
0.64873403,0.57163507,0.69129646,0.5204144,0.5798095
0.48097998,0.5071115,0.7025253,0.636042,0.60803735
0.690493,0.66202223,0.72220314,0.6341224,0.53375405
0.5825168,0.5333607,0.66301465,0.66915846,0.48745435
0.59033126,0.64970213,0.7167908,0.63591444,0.51521677
0.5635825,0.56722337,0.6234224,0.5475096,0.5763339
0.67888975,0.63622415,0.61183226,0.62119865,0.56825334
0.5704392,0.4644666,0.66975594,0.53897125,0.5747329
0.60623133,0.6551446,0.67784685,0.57399493,0.55128765
0.5488383,0.53357476,0.6197046,0.470661,0.5214006
0.61697364,0.55632883,0.7093793,0.5952412,0.46929458
0.5657358,0.5634986,0.6542212,0.5600716,0.48232165
0.49152365,0.5348072,0.6112862,0.6134968,0.48894843
0.5185001,0.60876787,0.58007765,0.5594438,0.49867362
0.6392511,0.6471422,0.6245973,0.68443847,0.3887554
0.66578996,0.6608036,0.6345435,0.48325977,0.4157883
0.6116173,0.5307701,0.69701624,0.56142026,0.38268167
0.61924213,0.6956206,0.77432215,0.7145259,0.41689458
0.7053485,0.60984087,0.83713454,0.68034905,0.4307051
0.4964376,0.6302305,0.6369,0.6384641,0.416369
0.6850649,0.5999288,0.79066753,0.66325915,0.41257483
0.5703315,0.51015043,0.5989792,0.6536646,0.45285338
0.682167,0.65013754,0.7571653,0.66441005,0.44812024
0.5657193,0.6225163,0.6812956,0.57112217,0.51334524
0.6015298,0.62336415,0.7279783,0.595471,0.4089387
0.50527585,0.6353366,0.7435226,0.594668,0.40946004
0.5905918,0.5469888,0.55013704,0.6361314,0.4487656
0.5641016,0.5330578,0.66415083,0.5916299,0.45079568
0.5586402,0.5777161,0.696377,0.66190034,0.5253967
0.68029904,0.6020296,0.715146,0.577724,0.6433002
0.6591316,0.5450931,0.68269783,0.60784864,0.6090456
0.61214066,0.5003168,0.52600557,0.5091655,0.53442115
0.6593768,0.51962894,0.7133558,0.5294992,0.5403688
0.6311375,0.597343,0.5494843,0.61244065,0.5342406
0.6406557,0.6832837,0.81427455,0.6188688,0.57359964
0.6552023,0.57428175,0.72341526,0.6853366,0.595715
0.61110467,0.5259317,0.618602,0.4901868,0.5117959
0.598666,0.580167,0.646973,0.63917476,0.49534857
0.5507674,0.5819973,0.53207994,0.61396015,0.49742913
0.5403643,0.5320613,0.70648956,0.6051745,0.46716145
0.6350794,0.530513,0.7066353,0.61703837,0.37899235
0.5093905,0.6467753,0.62250704,0.5678921,0.3959842
0.53793895,0.60468286,0.6578521,0.59507734,0.42009068
0.6742748,0.67725694,0.7259303,0.7364801,0.45472363
0.6031086,0.48036572,0.6532934,0.58931077,0.6001814
0.56509566,0.52256185,0.5140692,0.5466228,0.5717583
0.63979423,0.6338778,0.65496325,0.57445276,0.50826114
0.60122573,0.6338357,0.6156689,0.7018515,0.5270951
0.6959681,0.7018972,0.7358503,0.735503,0.4236461
0.6387239,0.6227992,0.5890276,0.5298135,0.37898332
0.70647424,0.56856227,0.70807207,0.6464994,0.39793077
0.7353597,0.657683,0.69805413,0.54830325,0.46878427
0.54189056,0.51955956,0.5812932,0.58105695,0.5034669
0.66296935,0.7728406,0.8149451,0.62566626,0.5088683
0.6154803,0.5587582,0.7441684,0.65808594,0.55404544
0.6913464,0.674425,0.71692127,0.6906973,0.5447741
0.6621306,0.47668323,0.62977815,0.49564514,0.64027905
0.57838494,0.56413454,0.67205524,0.4956112,0.5829999
0.6433593,0.66671956,0.71182853,0.64826727,0.57755613
0.6430268,0.61531854,0.68927467,0.5555155,0.6315528
0.49654287,0.5494681,0.5689544,0.5267916,0.61286265
0.5909687,0.4967147,0.68553936,0.6132843,0.56116027
0.66856205,0.6599442,0.66287905,0.66344994,0.5455055
0.5952825,0.6401091,0.60906607,0.5780019,0.6190132
0.5960062,0.65813637,0.67131853,0.5551608,0.52151805
0.5991054,0.5608687,0.5755747,0.5997289,0.46847266
0.6291839,0.5067255,0.72423214,0.61539334,0.5000375
0.75184745,0.6108104,0.666608,0.6937956,0.60771316
0.64400125,0.6619215,0.6200961,0.7237644,0.5790931
0.5514408,0.6241868,0.6283289,0.55283993,0.5874798
0.5531276,0.5498678,0.6354466,0.50932807,0.58449584
0.57913756,0.51237077,0.6094775,0.547223,0.6059551
0.5475169,0.58102334,0.60052335,0.61847275,0.64870054
0.6117149,0.69367534,0.68047094,0.5956073,0.65624535
0.63175684,0.592775,0.7312801,0.6115704,0.57310045
0.65062344,0.5780212,0.70435053,0.5326215,0.6375876
0.5333925,0.52372235,0.5001908,0.5314224,0.6163802
0.49238342,0.59651285,0.763689,0.54544663,0.5711757
0.53813016,0.46311572,0.59314454,0.5505074,0.56513923
0.6123016,0.5653864,0.6205071,0.5790436,0.58573884
0.5575297,0.5686015,0.5980354,0.61471975,0.5604137
0.53864205,0.53068304,0.6954729,0.59964365,0.49859834
0.5459613,0.5881578,0.64832747,0.48052642,0.5053428
0.5776872,0.62087846,0.615926,0.6194305,0.4901373
0.61842287,0.64379174,0.59677315,0.6650985,0.47972518
0.5322699,0.53803533,0.6369577,0.61810166,0.46369383
0.5730205,0.65090096,0.75244033,0.6649028,0.4619455
0.5262735,0.6179174,0.6492798,0.5660994,0.41140783
0.525592,0.64981985,0.6733248,0.6255492,0.45950347
0.6431707,0.6379504,0.6935724,0.72744846,0.4580955
0.5604166,0.56767434,0.6501614,0.55493295,0.45683202
0.59053224,0.6710392,0.68747044,0.78728163,0.33804214
0.65465385,0.6440816,0.7787336,0.6495805,0.39855406
0.70143265,0.67449653,0.80778086,0.7022238,0.4584216
0.58018917,0.60357916,0.66718996,0.65353435,0.5001584
0.63924825,0.4796852,0.6249256,0.6107033,0.51631325
0.66041833,0.518636,0.7582128,0.6932576,0.50811577
0.6723236,0.7153258,0.7462589,0.6573559,0.51722986
0.5926444,0.63500786,0.6925781,0.67541707,0.54965484
0.5857089,0.67982715,0.64337236,0.54708815,0.56634253
0.5827769,0.5437754,0.6632643,0.5916597,0.6104447
0.5771872,0.53497756,0.65760803,0.6048605,0.6204713
0.53340685,0.65416354,0.6497499,0.61245954,0.5624334
0.58093315,0.5260577,0.5565463,0.54224443,0.6148586
0.6442491,0.65039724,0.7631479,0.62916106,0.46777683
0.6592034,0.6010406,0.69257003,0.5880763,0.37631214
0.6343253,0.5537461,0.6131513,0.64083666,0.3679464
0.51125365,0.4960537,0.6036434,0.59470445,0.42611438
0.6605071,0.65945166,0.7247757,0.5419237,0.5359175
0.57950497,0.5538045,0.71648395,0.62056553,0.45606753
0.6931766,0.65481484,0.7781131,0.66701543,0.47522056
0.6224804,0.5938574,0.6785096,0.5569601,0.4685809
0.6460067,0.62078506,0.7042593,0.5813574,0.42956194
0.6209137,0.6608451,0.70553267,0.6792704,0.4268809
0.5842884,0.64708096,0.6552491,0.5963526,0.4989998
0.61823964,0.56049687,0.6369922,0.55596435,0.46397004
0.53802115,0.61495745,0.6674752,0.6206838,0.48841667
0.589147,0.732293,0.6866898,0.6075773,0.5129018
0.67552865,0.581811,0.6324862,0.50880843,0.4550696
0.6636648,0.6217365,0.6775852,0.6540014,0.56401557
0.6480897,0.6453136,0.60931146,0.6412844,0.5212782
0.55534834,0.6095488,0.6826841,0.64300203,0.57075155
0.6836791,0.5409092,0.6626843,0.58320594,0.7136709
0.57847035,0.70862836,0.6463448,0.6193725,0.75003725
0.55900323,0.5846152,0.62008834,0.5772146,0.7500986
0.6130048,0.5652015,0.5792681,0.51420385,0.6659904
0.5380731,0.53936815,0.60147196,0.56814694,0.7323979
0.72029227,0.65077794,0.7038315,0.64301753,0.6571972
0.6737999,0.6976068,0.686877,0.6265312,0.59897256
0.6522027,0.7057023,0.72415495,0.67641956,0.5300881
0.56579864,0.53403544,0.63837886,0.57343394,0.49515933
0.63496554,0.6294993,0.75459343,0.58836055,0.5699827
0.694031,0.66005427,0.72201806,0.6734775,0.5887185
0.61573666,0.6843023,0.6922349,0.68709135,0.5174956
0.599868,0.6664541,0.7436083,0.73908883,0.5578674
0.71476424,0.659816,0.75972015,0.65617824,0.54490894
0.58791995,0.64651954,0.54611725,0.59460765,0.6030334
0.5761478,0.58033144,0.69184834,0.5506524,0.61117196
0.6704481,0.51906145,0.8168566,0.58087075,0.6360619
0.63664055,0.62994397,0.74382055,0.5840284,0.61985415
0.62198853,0.50811166,0.67535895,0.5853197,0.58947164
0.6153717,0.57986516,0.6853937,0.62076455,0.548605
0.5753715,0.61398935,0.65946794,0.53783214,0.5405679
0.46247876,0.44386962,0.58793235,0.5150065,0.5228976
0.5844367,0.69007456,0.67953485,0.5614438,0.52269703
0.69886,0.655421,0.7761316,0.6378579,0.4904949
0.64602566,0.65481925,0.76483035,0.6850601,0.52557194
0.6094458,0.50759286,0.6280415,0.6453322,0.42691854
0.605984,0.54686564,0.62688047,0.5706353,0.3971612
0.6451637,0.62866664,0.60922694,0.6443375,0.35163224
0.55509835,0.5508096,0.55719626,0.546101,0.3591431
0.61542904,0.65122485,0.7343937,0.70557517,0.3670973
0.59317124,0.5842767,0.6269542,0.5559857,0.36906192
0.6321047,0.68351865,0.669036,0.7245743,0.40724793
0.53220433,0.5773978,0.610571,0.51048124,0.4396369
0.53759074,0.55754954,0.58924663,0.5249796,0.35057896
0.5356256,0.5386346,0.6812551,0.67185134,0.37251598
0.6289525,0.61730266,0.6063863,0.6131934,0.40423244
0.67778164,0.58087754,0.6567419,0.64539576,0.40659603
0.6320114,0.5887527,0.68545574,0.6164341,0.47063613
0.58620197,0.6093204,0.6487699,0.61419326,0.39719385
0.6238201,0.6765207,0.79222995,0.6083842,0.48365396
0.6087387,0.6593007,0.7298205,0.6066494,0.4148022
0.6442758,0.66992104,0.73101354,0.56092846,0.4925498
0.60179454,0.5843483,0.6706848,0.5778805,0.43649626
0.6476352,0.56182426,0.72737575,0.619643,0.4828714
0.54787564,0.5672105,0.70644236,0.6420164,0.5531846
0.6444905,0.6327999,0.6174968,0.5654088,0.51540095
0.5632005,0.5586786,0.560975,0.60802615,0.5341991
0.67715055,0.60007447,0.6706841,0.5991903,0.45276046
0.69711304,0.5638814,0.7524424,0.618634,0.48112267
0.63756967,0.5934001,0.7268667,0.5485693,0.49692574
0.58335805,0.4926835,0.59378195,0.4811062,0.43766195
0.55645055,0.52846897,0.5944625,0.60496116,0.45650315
0.6136808,0.6448539,0.7438918,0.6826301,0.5572028
0.39571568,0.49122038,0.4969845,0.51396275,0.48207107
0.4995563,0.4930964,0.610788,0.58436096,0.47864163
0.5253648,0.54511905,0.6687954,0.5673336,0.4088984
0.64413625,0.57531714,0.66933846,0.54072255,0.46963874
0.4954631,0.54734004,0.59706295,0.4218118,0.51029825
0.5592873,0.49431765,0.57809573,0.5121013,0.5402806
0.5902931,0.49672154,0.6913785,0.58808565,0.55099463
0.5705579,0.5751401,0.66930807,0.59640276,0.45166114
0.53260094,0.57955164,0.58416486,0.4135246,0.43611777
0.6505248,0.5801608,0.5993239,0.53310937,0.51512873
0.5200056,0.5239704,0.48180163,0.41991216,0.49260944
0.5827379,0.5496554,0.66965663,0.5650427,0.4849254
0.62036294,0.5791016,0.7360275,0.60188735,0.4850221
0.60558164,0.55534124,0.7234043,0.65685904,0.4660718
0.5628947,0.5389978,0.60498315,0.597261,0.4621236
0.5371776,0.6580659,0.685309,0.54981005,0.40314215
0.57087976,0.5942628,0.6755632,0.47699457,0.3984931
0.5963019,0.53798205,0.67940456,0.54831874,0.3543849
0.7133034,0.6470655,0.75610065,0.7045666,0.33338806
0.58365023,0.5462805,0.6505486,0.5828746,0.25342363
0.62798715,0.63748115,0.6931762,0.63924396,0.27152097
0.6054424,0.6150289,0.6984705,0.63941675,0.33702752
0.6762222,0.7031129,0.79096884,0.6644077,0.28611153
0.6698781,0.6578354,0.6542732,0.62763244,0.26125097
0.6526064,0.73305875,0.7093129,0.62544954,0.27559462
0.6508758,0.53854376,0.6891817,0.6005891,0.2871178
0.63905233,0.6069098,0.67938703,0.51655346,0.38074273
0.5734285,0.57672423,0.6469337,0.6109387,0.40638885
0.58743405,0.49860424,0.6115227,0.5848094,0.43806815
0.7235358,0.5914119,0.7450037,0.60018456,0.51984346
0.6778306,0.5780912,0.66660213,0.6526357,0.46679667
0.5717237,0.544538,0.5215749,0.63936555,0.51751196
0.59826183,0.66095316,0.6365002,0.570966,0.51734185
0.62211573,0.6055049,0.68799824,0.6883608,0.5110771
0.66908276,0.5687982,0.7091478,0.58573127,0.48331743
0.55844706,0.5309735,0.5410824,0.48684844,0.5117629
0.5282209,0.68972903,0.6728262,0.5716425,0.47079334
0.48073032,0.62418175,0.6651348,0.6374482,0.5146499
0.54470956,0.586234,0.64012724,0.58670837,0.5885684
0.5910901,0.68467176,0.73845565,0.7112324,0.5820511
0.59716374,0.44270033,0.61458015,0.5948635,0.6346562
0.6073114,0.56764597,0.63947904,0.60159814,0.6987792
0.6193985,0.65518963,0.6646961,0.6087506,0.6755839
0.5534269,0.5378769,0.7340769,0.5310575,0.6117619
0.58798444,0.5678349,0.71151626,0.49086452,0.6431365
0.6655529,0.6063591,0.661718,0.59244937,0.5716489
0.7060159,0.60540175,0.6231553,0.6134547,0.5319461
0.48077995,0.5851445,0.70104796,0.666434,0.5616924
0.61292225,0.6395276,0.7385733,0.60630345,0.626735
0.59584177,0.5305671,0.65493375,0.5540266,0.64250195
0.5819579,0.5682509,0.6926816,0.6014237,0.60096836
0.6165486,0.59957,0.70666325,0.6622601,0.53249025
0.57556504,0.5977943,0.6447977,0.51811147,0.45454255
0.67252415,0.55510646,0.71753377,0.5753548,0.44219992
0.6733672,0.59597564,0.6400872,0.5789623,0.35409057
0.47600922,0.5836775,0.64183354,0.5097136,0.44408324
0.5896241,0.5847786,0.6344022,0.62312734,0.40075618
0.58095866,0.4953652,0.5778456,0.5977943,0.44290665
0.49667206,0.58679146,0.64176655,0.5835238,0.44932735
0.6460103,0.5939794,0.76171845,0.6059635,0.41704756
0.59110606,0.5723447,0.5896927,0.5796936,0.44980127
0.6448456,0.6513356,0.65917635,0.57268566,0.44007412
0.5680291,0.5004781,0.68588114,0.5719286,0.51439685
0.5825551,0.62831527,0.7041994,0.62273127,0.39611822
0.60176164,0.59585077,0.73182577,0.64000034,0.4132294
0.68456763,0.6368465,0.7215894,0.61662984,0.4559735
0.59217256,0.46459007,0.6099679,0.5320432,0.43069074
0.655123,0.51449865,0.6340617,0.5840753,0.4178929
0.5502504,0.56646866,0.6734119,0.6404701,0.4431021
0.60376334,0.5949058,0.6581682,0.65826786,0.46595028
0.5843807,0.6321784,0.64097387,0.60626894,0.4675176
0.5999553,0.6244811,0.6928983,0.6141148,0.50428283
0.5701986,0.55933225,0.5323043,0.4823733,0.55583376
0.61052614,0.6317696,0.756695,0.6555517,0.56700444
0.5581995,0.661024,0.646791,0.5424967,0.58128047
0.537599,0.50975585,0.60254043,0.5316046,0.51628894
0.5902311,0.55587673,0.70667017,0.6928741,0.57199603
0.6357962,0.5156804,0.6828307,0.5860909,0.60354817
0.61280036,0.5889194,0.59765023,0.62481457,0.60714996
0.5451071,0.57672954,0.6312808,0.52570033,0.6642849
0.5869864,0.69021136,0.6825081,0.67882675,0.67285115
0.627907,0.5841256,0.73686916,0.57188493,0.6678535
0.6094986,0.67411685,0.6836941,0.6548693,0.71345484
0.6586674,0.6083646,0.76934063,0.63699514,0.7070542
0.53011954,0.5806508,0.73424006,0.6256287,0.68311983
0.6036041,0.5415962,0.6996176,0.6606345,0.7230799
0.64222205,0.6063458,0.69321203,0.64994645,0.6643208
0.62678266,0.5497776,0.7799315,0.6762623,0.62011653
0.57006776,0.54601085,0.79288834,0.5960119,0.5598304
0.65351653,0.6409097,0.6925091,0.7148747,0.6220379
0.55608803,0.52778673,0.62142414,0.5469374,0.5827203
0.67426807,0.57340497,0.68083274,0.6037493,0.55241305
0.5817014,0.5341927,0.66851836,0.5677606,0.619689
0.5362698,0.6642827,0.65872085,0.5786383,0.5810538
0.6021291,0.67015475,0.7264365,0.5568808,0.5994355
0.51201886,0.4736687,0.698465,0.57357687,0.696875
0.60296667,0.5850062,0.62293136,0.6030109,0.74560624
0.58807504,0.6424006,0.7290051,0.6484046,0.76735425
0.69903326,0.644595,0.6751656,0.6659302,0.72487926
0.6806446,0.44793952,0.6120764,0.60472804,0.68011653
0.58082914,0.58508384,0.60812724,0.5625851,0.62678975
0.45012665,0.4890991,0.5945308,0.50570935,0.5929667
0.53875,0.50614405,0.6143317,0.4972412,0.63914466
0.62578124,0.6204023,0.73610413,0.5883204,0.52099836
0.6110033,0.5910362,0.68288803,0.47437745,0.5667739
0.6891849,0.6480645,0.7182249,0.66405594,0.5977596
0.69991946,0.59433436,0.737503,0.62223434,0.5779369
0.57092506,0.5736025,0.5777134,0.63833266,0.62683463
0.5513206,0.52453,0.6244533,0.58354235,0.64085877
0.45517302,0.54370475,0.5824158,0.6136246,0.5321419
0.5691747,0.47289938,0.63941747,0.5672827,0.43312365
0.50884044,0.58982766,0.5764593,0.4811107,0.41114414
0.5928133,0.6208074,0.6865222,0.581293,0.4660717
0.5506302,0.51209974,0.56150544,0.6038606,0.5079475
0.60079724,0.64147687,0.7509972,0.6146731,0.4968445
0.5732062,0.517706,0.5633426,0.6415558,0.5455968
0.58908784,0.59296054,0.50898635,0.5759132,0.5041141
0.63350654,0.59265697,0.68107027,0.5215694,0.5860171
0.55092657,0.5448711,0.6228787,0.6219191,0.5861121
0.592628,0.62941504,0.64110094,0.60838044,0.5488774
0.546668,0.5126258,0.6617785,0.53644407,0.50896084
0.6555606,0.5774122,0.6710956,0.59655315,0.51988304
0.6272392,0.63818944,0.6528003,0.6204629,0.55743176
0.52451515,0.63297784,0.61057925,0.63159424,0.6244402
0.6004321,0.6057627,0.56555426,0.51013213,0.57352525
0.52997786,0.63575506,0.66709375,0.6214836,0.519344
0.57790774,0.49283358,0.60342836,0.53266436,0.51310885
0.6747695,0.58488053,0.7419208,0.65561676,0.5211705
0.7070071,0.6207682,0.64221084,0.59574604,0.508213
0.5874414,0.59341085,0.66482174,0.65388674,0.6146308
0.6149281,0.6281598,0.6210884,0.56562734,0.5283846
0.62598217,0.6176075,0.6884773,0.67618626,0.56558734
0.68288064,0.6220812,0.6307549,0.6457577,0.5506967
0.67406845,0.50598764,0.7433859,0.6696713,0.5914674
0.5664286,0.5886563,0.64449215,0.6152337,0.62005204
0.5238842,0.5326528,0.65642893,0.597669,0.5884812
0.59454125,0.6299323,0.7223174,0.5130596,0.5286439
0.54950756,0.5377791,0.66474664,0.6851903,0.3697129
0.54890275,0.5831625,0.7048966,0.6738995,0.31025657
0.6876448,0.7264917,0.71567464,0.64539856,0.35919294
0.6431776,0.59199375,0.6996885,0.7505487,0.34588194
0.6820818,0.65026546,0.702226,0.70111346,0.4208668
0.641257,0.58690685,0.73093903,0.5941001,0.44613168
0.5473877,0.666643,0.71155554,0.5621053,0.50685006
0.67683625,0.6013619,0.70880467,0.52398866,0.6064978
0.5685633,0.6432125,0.59711176,0.5414693,0.6491342
0.5947757,0.5632284,0.65624547,0.6187682,0.64479166
0.68900806,0.6516503,0.6971073,0.655404,0.5790095
0.61572355,0.5806974,0.7566787,0.6805139,0.6165801
0.645023,0.5748608,0.69302404,0.6138561,0.54815584
0.72560847,0.5925898,0.74954176,0.61969006,0.5687937
0.69660777,0.66066414,0.72267073,0.6852989,0.56999177
0.5726079,0.51555145,0.5815896,0.58026814,0.5071188
0.7276753,0.6921478,0.73616636,0.6621977,0.49034226
0.6647817,0.64089715,0.59011626,0.5229024,0.49822402
0.6604063,0.69905484,0.7320849,0.6494193,0.4865849
0.55266976,0.6655538,0.60727465,0.67411053,0.47666302
0.57004327,0.6872232,0.6150615,0.57482904,0.53139573
0.6747413,0.69593585,0.789808,0.7094345,0.5505152
0.6551412,0.5970038,0.71059346,0.6696262,0.57481414
0.6627878,0.6609352,0.64431,0.6548009,0.5746585
0.7114125,0.6745769,0.72171175,0.6943178,0.6348841
0.76169586,0.6720569,0.74302226,0.6541116,0.5423277
0.586156,0.64418525,0.6732271,0.58410454,0.4999482
0.61778736,0.6049233,0.7645979,0.6636484,0.5684337
0.69175005,0.74228054,0.72462946,0.7121464,0.5449675
0.59490275,0.5848626,0.72320956,0.55543613,0.53321135
0.6637087,0.66845036,0.7270373,0.61236376,0.49986053
0.6789317,0.5841136,0.79956365,0.6981847,0.50910705
0.6719936,0.56527054,0.672688,0.6703557,0.43244985
0.6321248,0.55786115,0.65230393,0.5588281,0.55533767
0.67095304,0.6579249,0.6725638,0.64858407,0.61879396
0.6023078,0.606503,0.644052,0.68745446,0.5488471
0.6915499,0.5963066,0.74457085,0.64709014,0.5118196
0.7223512,0.6707401,0.79500127,0.72939706,0.48816076
0.6368373,0.5817035,0.78343385,0.692563,0.54819524
0.5188912,0.6739388,0.6211572,0.59712493,0.5861363
0.64622194,0.5271322,0.58715373,0.61069,0.643083
0.6205112,0.60106725,0.56630844,0.6122558,0.65874654
0.648718,0.6242106,0.6821521,0.534155,0.6170319
0.58144766,0.52651316,0.6474962,0.5850744,0.62885875
0.6954589,0.70033103,0.7639574,0.67850924,0.55216223
0.5750743,0.5368871,0.623086,0.5640375,0.6379091
0.72047,0.61793745,0.7250745,0.62513566,0.6352621
0.72869587,0.5715423,0.70744115,0.6505272,0.61990577
0.6688733,0.5323371,0.6155245,0.6247361,0.5845889
0.66762275,0.5533844,0.6480817,0.6486474,0.5767869
0.6493545,0.66301554,0.72593945,0.56551033,0.5424547
0.6050164,0.5918337,0.6052506,0.6256716,0.61723244
0.60984033,0.5889958,0.66424465,0.6090591,0.59221196
0.6338648,0.6612338,0.74552834,0.6633593,0.64050376
0.7499211,0.7135182,0.6160557,0.6663897,0.5860988
0.5636411,0.71907055,0.63352215,0.6943246,0.6303129
0.58502823,0.57669014,0.66243184,0.67983246,0.5531337
0.64208466,0.542056,0.6618752,0.63228494,0.5706234
0.6916645,0.680899,0.69927704,0.6082081,0.53406864
0.62613815,0.65170515,0.64280677,0.67670506,0.56706935
0.79325134,0.7869214,0.71803993,0.7587375,0.49084195
0.72204053,0.6910238,0.75991666,0.6403575,0.5590927
0.5403882,0.54652184,0.7411948,0.62854683,0.6711184
0.6199932,0.5838002,0.61079484,0.5498764,0.6848965
0.6480621,0.63960576,0.6852607,0.5920337,0.6422689
0.6907352,0.664239,0.67350143,0.673803,0.62684315
0.5713442,0.5739183,0.6495037,0.6687758,0.57903534
0.5219223,0.5258531,0.6343939,0.50298965,0.6586689
0.62819755,0.54275036,0.69374084,0.5625677,0.69452673
0.68799305,0.63856816,0.6418737,0.62323165,0.6686074
0.57535124,0.49516127,0.57465845,0.5446982,0.72981673
0.5723561,0.5720106,0.70665073,0.5257846,0.6607171
0.6632869,0.6751995,0.7026797,0.66590893,0.5917826
0.5453586,0.531383,0.5524918,0.44591764,0.65398884
0.56642354,0.5108322,0.7207742,0.590174,0.66839886
0.57510173,0.5535339,0.65440625,0.6661495,0.5861652
0.58538675,0.5507956,0.7038384,0.5280967,0.59998286
0.6301474,0.58011496,0.64029664,0.7372779,0.61204696
0.5907455,0.5397968,0.6571984,0.5175372,0.5507893
0.5432579,0.57092625,0.64738196,0.553857,0.5797356
0.61588097,0.50384563,0.6703817,0.6698485,0.5123104
0.43983033,0.6045681,0.5836134,0.5869461,0.56488365
0.64520675,0.6441813,0.7522507,0.59035456,0.5990755
0.5108696,0.5545183,0.68754363,0.58060616,0.5674601
0.55310684,0.5779686,0.72338605,0.69324225,0.55738616
0.59852874,0.4949025,0.63993347,0.55749434,0.5534303
0.5720844,0.64093125,0.7484496,0.65271133,0.5606664
0.64639133,0.5699985,0.631512,0.51398027,0.6445666
0.66930574,0.6004301,0.7832641,0.6941047,0.71873254
0.6017174,0.5910672,0.5666114,0.47590056,0.65427524
0.5578786,0.56636655,0.6137933,0.6029781,0.66552943
0.48781252,0.6150416,0.6538302,0.5703975,0.51829785
0.5880674,0.51388663,0.6821071,0.6194686,0.55017996
0.54927766,0.5302174,0.70059097,0.53375655,0.45157486
0.6706871,0.67315805,0.6348287,0.5695711,0.53359324
0.59212667,0.6219476,0.61706567,0.56426877,0.54435956
